id,contract_line_number,gen_type,gen_type_capacity
56,95f5b0e6-c49c-4b28-840e-aa47927e47dd,gasoline,low
57,34995f42-cad8-4060-95eb-90d8db395c17,propane,medium
58,d874de68-4be0-47a6-aedb-c9c4fc6c45d2,propane,large
59,7820e9b2-4202-4b38-9680-d1c1d0282d45,propane,low
60,520fbf14-4fe3-45f5-8eff-9d1675e3e57b,propane,medium
61,b62478ea-53b9-41be-8cb3-0d8408ab152d,propane,low
62,5a542ffb-ad91-451d-b7d8-4d1dd7c77cbf,propane,large
63,40eac5a9-60f7-44f6-ac03-e68e23e66c86,propane,medium
64,32efe238-9429-4373-a208-820796d9040d,gasoline,low
65,4b1042e2-d8ad-41c5-b25e-e2497f2c3c2e,propane,large
66,34aab78e-e98d-49c1-9ee3-ec05cfd1e3ae,diesel,medium
67,76c1d43d-b197-4e6f-8cf3-7b4695d0ffba,gasoline,medium
68,45043935-5561-480d-8a7c-e792e8b98d6e,gasoline,large
69,4c309828-feb2-44d1-a704-4b75ea41ebdb,gasoline,large
70,1e9d230a-d615-4e47-955a-15f4b55334ee,gasoline,medium
71,03a0eae6-4d90-4053-8bc0-b9691b944334,diesel,low
72,9812815b-fdb9-494f-bb44-0c5b62d6a7b4,gasoline,medium
73,a4bce0c3-daef-4a76-b3cf-45415380135d,diesel,large
74,834fa689-837b-452c-87a7-d56b214099eb,diesel,low
75,85ed8698-dfb0-4b6f-a9ac-72635553e81e,gasoline,low
76,eb637332-e706-4478-9f28-2f4ad56008a9,gasoline,large
77,294e9eca-51be-49ff-9cd2-cc296cf9304b,propane,low
78,f79b8506-5473-4df8-a54b-4dad82fd0e78,diesel,low
79,5deb1413-810f-49cf-963e-fc5fd14790c0,gasoline,large
80,2c97d656-bcd4-4817-bfac-2fbf284ae114,diesel,medium
81,ba36a1fe-f9ae-4ea8-a94f-1d80777844cd,propane,medium
82,f01abbba-8284-4b74-82bf-46d6192bc290,diesel,large
83,2c41ebc8-c687-4728-821d-118f567c31c7,propane,large
84,233d4d2a-e46b-4378-b85a-5c2c75f74db9,gasoline,medium
85,e7610057-4530-403a-ad87-faaa5d2899d0,gasoline,low
86,58838ea5-1f46-4f78-b274-ad7813fbf353,propane,medium
87,512091cf-a2ff-4a91-84ba-08a52c4add0a,gasoline,large
88,5ce6f038-b016-4a9f-918e-9a1d47ea0c51,propane,low
89,212f628f-568e-4199-9895-770efbbde895,diesel,low
90,e74582d5-f373-4b3d-a192-c0a9f7e43c70,gasoline,large
91,c5f0b521-f4f7-48c1-bd67-65d579bd5cb1,propane,large
92,76fc7c04-532b-425c-aa6f-371be2d8cf02,propane,large
93,1e68d43b-e4aa-43c8-a2cc-54c9b7e98540,gasoline,large
94,5af9117e-3612-40e1-8f4f-306ffba1e0c4,gasoline,low
95,b749f95d-51ab-4164-a4fc-601f581930b4,propane,large
96,4919a7a4-8060-43e2-8b3f-fa5655b0481c,gasoline,large
97,540291e6-c724-445f-b6ff-8328f1e9e202,gasoline,large
98,d680f63c-76e9-4cbc-89af-77e92870a62d,propane,medium
99,7e163564-8141-4785-b606-5925bdcfaeba,diesel,low
100,70fb3d4c-85dd-4617-a9d7-f545aea8db74,gasoline,medium
101,5f655057-f308-4e31-a1ee-9cb4c69e1bbf,diesel,low
102,f16171f1-dfcb-42fa-a727-4060e0873df7,propane,medium
103,0f8e156b-fa44-4c51-8fb2-7303ca90a043,diesel,low
104,6f902502-3961-449e-8eba-ac6ad8e94ef7,gasoline,medium
105,2db04022-6e4d-498d-bb35-9028ce68a19c,diesel,large
106,f2d2f4af-e199-41a4-a08a-6c1159e2a648,propane,large
107,2dfb67da-7cbe-4903-8b12-ce43bdce2539,diesel,large
108,72f29aa1-c5be-493c-a94e-533f7111cd44,diesel,large
109,17d3ac38-4c0b-4c2a-965f-b3f100cd367f,diesel,medium
110,4274d4dc-bfd9-49e8-9b18-98e32ca7729c,diesel,low
111,81e8add1-bcaa-4ad1-a29d-2127b57c31d7,gasoline,medium
112,5a270033-e430-4151-b346-d9379ac449a2,diesel,large
113,858f60a3-7a61-460f-8720-81581c542e50,diesel,low
114,4dd461d2-bb17-45b5-ad47-963d123ff14e,diesel,low
115,b1f48605-f98f-4c00-a8ec-fad3c8e743d3,gasoline,medium
116,8b6d87da-a605-495a-8d4f-aa6308e3e06c,propane,medium
117,d2e49eeb-185a-4b21-9f42-2349a9deeeb0,propane,large
118,b4d4824c-225e-4aa9-82f7-40a6ca328044,propane,large
119,cc67608b-c4be-4614-85bc-21aecb669520,propane,large
120,fc9ecd16-3702-4160-b1c2-f336e2b3752f,propane,large
121,dbc0e6dc-9e84-4dc8-a56f-34ba8d2190ca,propane,medium
122,114a9fb4-4d09-49fb-9a60-67403c87438e,propane,large
123,19d5a24f-c3ed-4db0-8b72-95a92850c33e,gasoline,medium
124,21d45cf4-b410-4ee9-95ef-c25c887768e7,propane,medium
125,f62aeab2-b8d9-43e5-a71c-7e7c1e05baf3,gasoline,large
126,7421da08-92d9-43c1-97e4-e32697b7fd99,propane,large
127,fb85588f-6e11-4e5d-99ae-05b8fb959732,gasoline,medium
128,0f62d49d-9c9f-4525-9113-a2454c48fdb2,diesel,medium
129,d7c16f71-ee5d-4d2e-86a5-19e7aa0cb389,propane,medium
130,99f4aaba-f8b4-47b5-9ff6-07d689db720a,gasoline,medium
131,30348528-9a52-43ff-b21f-cd70d46e5a95,gasoline,low
132,2986e04a-03fe-4cd6-afaa-1382bb717989,gasoline,medium
133,f1cc2c0b-12a8-4c3c-a9d8-162d1f4958cc,propane,low
134,7494d281-1545-47cb-a348-0a410805ffcf,gasoline,medium
135,63ef5644-fd44-4379-9a18-4c3a3f2d6edd,diesel,medium
136,6c3d8249-4c12-41b4-a912-210b6f443749,propane,medium
137,4453448d-bd3c-4f21-a6ac-57a23ba2a560,diesel,medium
138,9fc22f64-32eb-4929-b6c7-7f5044ce88a9,propane,medium
139,d1457e54-1d68-4010-b937-a151b9f02e27,diesel,large
140,65c83736-5e81-4ab3-9c55-0e69f954e6cd,propane,medium
141,fef76296-950e-43a1-be7f-051c3bbea59e,diesel,low
142,77dbb171-3917-44a6-bfe1-a4ae8072fbdf,diesel,low
143,362100ac-25b7-4e29-b601-6b3b40319b0f,diesel,low
144,a19d7eff-8a9f-45ea-a6cc-14eb4fb23ae4,gasoline,medium
145,f1d1fc5d-1a7e-42c2-9965-8e0432565a74,diesel,low
146,33de3417-646b-48df-a62d-04009a4b574b,diesel,low
147,cae4c854-8b8f-4892-99ba-cf5a6615099a,gasoline,medium
148,7e9549cf-b35a-4ad8-94ed-d152af0fdc4e,gasoline,large
149,b37b7c85-8c9d-4aa4-94f1-874caac44930,propane,low
150,d6e0cf16-0557-40c9-bab3-746665b6276f,propane,large
151,cc0d7460-33f7-4f12-b389-cc65eb3ffb93,gasoline,large
152,545c2999-6b59-4f53-b641-54aa287c6be2,propane,medium
153,cbc1bb94-cace-4dc3-b6a1-3f0cae2189e0,propane,large
154,7df88e67-5053-4cf6-8a39-c4b05df87f11,gasoline,low
155,bb7ad63f-3b13-4040-bbfa-221801b7aa0e,gasoline,medium
156,4235693a-4cc9-45b2-a3be-6130100c9b3c,propane,low
157,7bbe8699-85f7-4eeb-8ced-ebca8bd5f804,gasoline,low
158,c2736e51-e591-4595-adad-67fbae2a6440,propane,medium
159,7b5167fd-05c4-4db3-b61b-641d930c59ab,gasoline,low
160,086efd4d-c310-454f-8c4a-e0cb9d0601b5,propane,low
161,31f266f2-463d-46fe-b948-6e65bc2022f6,propane,large
162,e5efdf2c-9cca-47eb-8984-a2299d4ae66a,gasoline,large
163,624abe72-5cc6-4bd8-a528-d3363723f977,gasoline,large
164,d46df2dd-046c-4b64-9741-6f29fc72abc6,gasoline,medium
165,6aaf7f07-7945-4488-8fab-b07945799bbe,gasoline,large
166,82f513ff-4a5f-4133-b2e8-05512704674e,propane,medium
167,ded365f0-c2c0-4827-8d29-a1acdb36cb81,gasoline,large
168,67643952-ddc5-4b6d-8e9f-341b384ce495,diesel,large
169,ba966229-59c7-445f-9bf2-7e57a10f4fa0,propane,large
170,499c7305-b833-4edf-a612-228c8fab4609,gasoline,medium
171,99a43fa8-5a77-4ba9-9e9a-efba9736dcb3,gasoline,medium
172,3deb5309-3fe6-425e-83c9-3dee9924af3d,propane,low
173,be0dbe91-7f35-499b-838e-9ee8c2fcd79b,diesel,medium
174,f47b401f-6407-487b-a7f0-bc68dbff4a2a,diesel,medium
175,0f62f644-7d47-42fd-8178-f887b89cace8,propane,large
176,a9e2677d-23c8-4024-a1af-193a94c828f4,gasoline,low
177,a67f40b3-8efe-484f-a9de-cdd403ac293a,diesel,large
178,d90b3000-336d-43d5-9db0-3c7741851b11,diesel,large
179,8502ee47-7632-418c-b3de-34ae0f11d5f0,propane,large
180,493ee163-7884-4c99-8811-024a5a0e4f1c,propane,large
181,19a62501-37ab-4e37-aebb-e2c268bcbc37,diesel,low
182,c76de1bd-2de5-4bdd-ae7a-27de33f23650,propane,medium
183,2d3598db-46f5-4a79-a32f-c32dfd776701,propane,large
184,609d9ccf-d98c-4c0d-a9a2-1471bc539754,propane,medium
185,b477d7b7-2cd7-4f1d-bcf6-64fa47d8e778,gasoline,medium
186,53cda9f3-8880-45d0-af49-282f443bbe9c,diesel,low
187,0e63136d-d69f-42c6-ae76-2c18545b0df3,diesel,large
188,433aca78-b07e-42a0-b42e-72be16bc5e04,gasoline,medium
189,b7f6a815-3eb9-4013-8784-9a0650b8b12b,gasoline,low
190,4fc8b7d6-a1ac-4a11-843c-670984c04b6c,gasoline,medium
191,126fe520-bab5-4ace-b6fc-f39621190604,propane,large
192,af7b9af1-651a-49bb-b483-ae7bfba2868c,propane,large
193,79b80cbf-4ee9-4c99-877f-7fad4c44f2d8,propane,large
194,9cd0080e-ddee-4fd9-b57b-e447d33739fa,propane,large
195,f8973997-f084-4369-bdfb-d62a40b07b02,propane,low
196,3bce7382-e601-4379-b31d-2edf6986e915,gasoline,low
197,75852a32-d3da-426a-bc01-fd8cf659ddcf,diesel,large
198,b44f0e79-2097-4119-af0a-159e1ea32e5f,diesel,large
199,b1779bb7-0fdf-4a4a-b13c-935e1843aea5,propane,large
200,b03b9306-b960-4492-9270-a64684d5a34f,propane,medium
201,101c670e-2379-41df-a953-30ba1fa8ed98,diesel,medium
202,6fc1f41d-9de5-4883-bc62-844e02f43b6c,propane,low
203,a2e80223-d2c4-489e-831b-a61dcb29d829,propane,low
204,fdb9a754-10f5-404b-b4da-8454c91ea38a,diesel,low
205,440bf25a-8ccc-45a4-81fb-83c9ea49ed89,diesel,low
206,90274535-4708-4953-9c10-ebf4da8a8224,diesel,medium
207,80a47daa-8b72-4f26-8350-ffa4d0ad7d64,propane,low
208,fd6f52e8-6879-46a2-8676-49a11be5edd6,gasoline,medium
209,6a4ac834-83c9-4e4a-a830-521b4e0593ad,gasoline,low
210,90e24168-0e9d-41ab-9b4b-415ea97a863c,diesel,low
211,e28ffc91-83a0-46c5-a5eb-9f2e3d0a4ae3,propane,low
212,454ab4f3-f3c9-40fc-837d-6312173136ae,propane,low
213,b0610394-ad5f-41bb-b701-4c915e71ef49,diesel,low
214,4cb57618-611f-4817-8ebb-2ad63c1b0f45,gasoline,medium
215,f87632ee-7c8b-45ea-adc6-76255f0de1c0,propane,low
216,9bacf59f-1a59-4e3b-9083-ac84e465f752,gasoline,low
217,3dcb4983-8b69-4325-9816-cc1fad9be77a,diesel,large
218,6c3a288f-3aff-445c-8920-79de70ce50d4,gasoline,low
219,e6bb20b5-3b4c-4df6-9def-8790b94a5233,diesel,medium
220,d2a07dd8-5c80-4e62-8317-177719bd062b,propane,low
221,8ca55ea3-32de-445f-b7f9-91af05a1989c,gasoline,low
222,8e648720-e4db-4b08-a860-c59ee2da1976,propane,low
223,594420df-cd83-4ed3-a500-3409035ac7d3,gasoline,medium
224,16f4cff1-87e7-4b59-adfd-1fa4d311f632,propane,large
225,c60ac04d-028c-4272-a598-1aa20ec87842,gasoline,large
226,fac29491-b40e-44fb-a562-09e368a1dc69,propane,large
227,b4eb5e58-1504-488b-a0e2-5ab499de7456,propane,large
228,6bb1a3a4-5684-4102-b3f3-dff9dafb9b57,diesel,large
229,891d485d-6e53-4e17-a351-8f46a046d12e,gasoline,large
230,152faecf-23d2-442e-ad4c-f7b5fc524dae,diesel,medium
231,ecef7a74-cc50-4200-9fb2-863173218023,gasoline,medium
232,7b2f13fa-842a-4797-b19c-96fb69550ced,propane,low
233,04ba904c-df53-429a-8e9b-32f4ae2a5b85,gasoline,large
234,7a0cd256-b380-421a-a07a-2c5ff825a856,diesel,medium
235,2ee210c8-e7a9-4b46-a579-ba761c02265d,gasoline,medium
236,db82f397-d11f-4d21-82f8-b1858fa13792,diesel,large
237,e3efbc80-9c75-4c2c-9173-47dfc61c6cb7,diesel,medium
238,6280c505-8373-4b0a-88a1-0d0a8ac71a20,propane,medium
239,1453a56f-0a1d-411b-ab10-a9a2d3ee9ba6,propane,low
240,98598939-92e0-4070-bdd9-54ddd7770aba,propane,large
241,3f791a57-4d97-40ab-af2d-bf018058bcbd,diesel,low
242,4030e247-7cb2-4e66-a43a-2f09e0a98416,diesel,low
243,d45bfb0c-a3d7-4fc7-863a-0d091ffdf354,diesel,low
244,440d90ef-144a-4a50-9967-a377b447c9a3,gasoline,large
245,7f3bde1a-ba69-41a9-89c1-903a83e0aa0f,diesel,medium
246,f2b7d55e-d1d4-4789-b1b9-cfa62d45a658,propane,large
247,45ef5b3f-7529-43a8-8e35-788a225da347,diesel,medium
248,0ec80ee0-aaba-4d1e-ac68-c87addda52c1,diesel,medium
249,e29a102e-94ae-4bee-9283-63966df17677,diesel,medium
250,9378c295-a4ff-42b3-b551-83d027d7e4a8,gasoline,low
251,f11f64ab-2f89-4469-89df-51593f35d278,gasoline,low
252,c8d7de3e-4217-4827-b7dc-ffe03f0895e8,diesel,low
253,cf2cc155-7f5a-4412-9d7d-84b4af257bf1,gasoline,large
254,6a2ea047-fefd-4c63-9030-1b90f94ae098,gasoline,large
255,13e303f9-09f6-4f05-bf52-358e8de14403,gasoline,low
256,647723ba-ccdf-42d5-a2d5-c20d51090b1f,diesel,large
257,88d7ee5c-5c32-4633-9f04-768307ef5636,gasoline,large
258,f2b27e08-324d-4caf-9933-9334b4ae3084,diesel,medium
259,6777aa3e-fcde-493b-8ac5-56cd980be689,diesel,low
260,4bfa513c-4c75-4483-87b3-3268ce697a57,gasoline,low
261,605db0f3-3d27-4173-bca3-84ecb952b35c,gasoline,low
262,22a9ea56-d89d-4e9b-9a79-525f7811ce4d,diesel,large
263,e84623e6-15d2-40d1-a418-43331aeba4af,gasoline,low
264,b780a051-70e1-41f5-94c5-61e819f30ee2,diesel,low
265,2c1c689d-7070-43b2-a3f9-0e228b5648a9,gasoline,medium
266,027b2ac8-eb89-4402-af02-e03fcd65f99e,propane,low
267,e57ce074-9014-478d-8343-c6b8e8ae7c11,gasoline,medium
268,7c0970ed-7bb3-47d8-9f20-571b93361e54,diesel,large
269,714a73a4-3dda-4e7b-b61f-34efc6d1795a,diesel,large
270,6cf9426d-1b6e-47a5-9745-f4a68da0dca1,gasoline,large
271,1d8c7e1a-7729-4456-870b-c6038d77e63d,propane,medium
272,a14d750d-5bcd-46c4-a43c-0e069d582c64,diesel,medium
273,a4ce92f0-e59b-4806-bdb5-2739a67bee03,diesel,large
274,9b58f56a-4c8e-4877-84f5-55470819102c,propane,medium
275,45d1e4a7-c228-4bcd-b612-10e93ffdc38c,propane,low
276,fdb789cf-48c4-400e-a96f-acb595acb053,propane,low
277,f3872996-2244-49db-b9e8-ae00eb904542,diesel,large
278,cca9efef-5daa-4bf3-ab41-2998ff0117f1,gasoline,medium
279,702d29a4-dcd8-4b0b-a602-8b16ce1a8238,gasoline,large
280,02505818-2b1e-45eb-acfd-5a56a0a2ae9d,gasoline,medium
281,d0dae315-bcca-4125-ade1-12b69380d459,propane,medium
282,062149c7-a5e6-4cec-85fe-df2cd40bc325,propane,large
283,6972ccdd-a237-418b-938d-690a360adaa6,diesel,low
284,0d701c79-9210-444e-8a92-ca0e8f2462ef,gasoline,low
285,934df078-bbda-4dd2-a0f4-0552b0bc25a6,diesel,large
286,23005ca1-03c2-4f7f-beb8-8ccf66db405a,propane,low
287,6303b4b8-ea77-4326-974b-a7c268ba3eae,propane,low
288,298f124d-b39e-429d-aa66-edbbcacac7ce,gasoline,low
289,e0063d9a-5158-4efb-be46-f2262fbba2e0,gasoline,low
290,5a30ade4-62ba-4593-9a55-0d502118afb5,propane,large
291,c8dc2eb7-3933-46b8-a912-3836b7b57e0d,gasoline,large
292,277f415c-924c-4f66-84d3-0ab2e12a904a,propane,medium
293,8cc79c4f-1c85-4267-8729-c06d0c9131bd,propane,low
294,f390dda0-5bfa-449c-a465-e89c7ae56e63,diesel,medium
295,15cbfc7a-552b-4851-81b6-c6aaf6c8de6d,diesel,large
296,3b16efaa-ea84-4c74-aa32-bb00ad9e508d,diesel,large
297,d93affd8-69a7-4834-a924-2b39a2b88a8d,gasoline,low
298,ee6575f5-9795-4b64-9c31-39fbb2273d89,diesel,low
299,9f38b465-082e-4473-9849-bb3810d962fd,propane,low
300,e3590f0c-6639-4494-ad9b-bde4df81c044,gasoline,large
301,ad35256b-0282-4d17-bf5f-e0d81744768c,propane,medium
302,9785f242-ae4f-43b2-a4af-dc42703f3178,gasoline,medium
303,6c8f59e0-cefa-4dfb-bf4a-0e78c589b841,gasoline,low
304,f43e2dca-1642-4ed6-b80f-7dca3827c567,diesel,large
305,bbfdef3a-cab5-4553-80cd-699e441d64eb,propane,large
306,18efffe6-8d72-4dd3-912f-695a17d91835,gasoline,large
307,211773de-e778-4589-8c3a-f138000d478e,propane,low
308,b8973f40-d659-41cf-b2d1-7a587bcc220e,gasoline,medium
309,5e76eddb-3381-4ce3-b343-2e46a1a6fe75,diesel,medium
310,072d4e94-039d-42d4-894e-75a4d35abf99,propane,medium
311,3cabf722-9b3c-4b47-8235-e03be8bf0b7c,diesel,large
312,6933de46-44fd-4866-bfa3-c7c270fdb836,propane,low
313,0ca2ab1a-ca55-40ac-b20a-ef8105b37761,gasoline,large
314,8e9d6afb-020e-4aac-81c3-be64f88d77c8,gasoline,large
315,45b80a23-0d6c-4006-af7f-0f4f07f8be4e,diesel,low
316,30c0fde3-dbfc-41fb-9c90-cde96ed2a980,diesel,medium
317,3eb96280-2b47-472b-a49e-cea160e07a29,diesel,medium
318,5c052821-c1a8-4fae-9175-1ec317824e03,propane,low
319,37b7a804-9e66-4103-9f77-b32a91905f33,diesel,low
320,1f05208d-a30a-427b-b2e7-706ef945f490,gasoline,large
321,bac74f98-051a-47d3-9b65-bd80c06967de,gasoline,low
322,4c5bc011-a7a0-4efa-823c-f1410672ce66,gasoline,low
323,178a2e86-466a-4058-85bf-474627c68a92,gasoline,large
324,9f3fcbda-fdc4-46fa-a761-6fe4f5974b5f,diesel,medium
325,b2ea2f3a-909b-4cdd-a426-da69b9ea4474,diesel,large
326,62150202-ad4a-4f12-b05b-2590a223f015,propane,medium
327,d1f5591c-a062-407c-909c-500e96b7ad83,gasoline,medium
328,f2a7e6b4-a2bb-4e7e-a6b7-3b5f7fe4353c,gasoline,medium
329,10ceac36-0893-4f25-a3ee-70c95afe400a,gasoline,low
330,61c486e4-d741-4c2e-9df4-574c20e9fdb9,diesel,medium
331,0fa9fa8b-c251-49e2-bc1b-c292cc72ac6f,gasoline,large
332,f7d45b5a-a1c2-4c4c-8b1b-967122976b7e,diesel,large
333,1f104f57-050d-4ee0-9154-9631a63763a7,propane,low
334,0fd8ac2b-a49b-4658-8c58-528eb9881b11,diesel,low
335,04806606-d6b4-40d9-91dc-82e848aef2c1,diesel,medium
336,615a9d71-eacf-4f1a-802b-cd5a6c17cd37,diesel,low
337,f2d034f3-9fb5-4c5a-a0a6-a3af2d889ce6,propane,large
338,7a368d89-947b-4dbf-abaa-7a3a6dbefa03,gasoline,medium
339,64ff5f16-f798-4999-974f-72fe622d42d7,propane,medium
340,b6d2b018-ef59-4fc5-b567-688a59f7d034,gasoline,medium
341,779ab36a-83a3-42d2-819e-ce64a46bb53c,gasoline,large
342,af478172-6f5b-41f6-829b-09a9b96207a6,propane,medium
343,70e8307b-12a7-4299-b2b9-bba305f1696d,diesel,medium
344,209b3ffd-21b8-45d4-85aa-0b526fc71b81,propane,low
345,a85990d6-2edb-4e78-8d7f-508024d13e63,gasoline,large
346,c1d14933-89fe-4b96-800b-7ea403b3f115,diesel,low
347,9419b8fe-bd48-4583-a056-a2a0545662ea,gasoline,large
348,33ebc0b4-72d8-44ad-8013-2cf08919f319,gasoline,low
349,cd904597-1910-433f-803b-96226d699a49,diesel,low
350,32e114be-5b4b-4dc4-b401-6c7dd5bb6966,gasoline,large
351,2339abc7-13e1-417f-ae71-5c84c716f8e5,diesel,medium
352,a3d827d3-56d1-49f7-8b66-f64c6aa81d8c,gasoline,medium
353,36453c1b-0ef0-457d-b43b-0f0c39fd1b2d,gasoline,medium
354,99533b9f-8bae-4538-9286-39ffe4df1a14,propane,large
355,7519430b-ee98-4fdd-86f1-4459ea75f571,gasoline,large
356,4fd95237-9354-43b3-80cd-e0735e4a45c0,diesel,medium
357,ab6e4f72-e3fb-4116-bc65-bae5d2209cf8,propane,low
358,2dba88e5-1273-4890-ba26-88b4e26b6e8a,diesel,large
359,ae52e153-b7a6-47ef-900b-c68472886e08,propane,large
360,51eebfc3-71de-479f-a700-95f11a4ebc1e,gasoline,low
361,850341cb-926d-40d8-bc32-e9d55c50b8e2,diesel,medium
362,68fefcf8-00d1-449d-bd83-b1177ec94f12,propane,low
363,70c06951-1343-437b-8146-cb797773391a,gasoline,medium
364,3a26f34c-1a1b-4019-a1ea-d275f3f0751e,diesel,medium
365,3aeef458-8130-474d-b588-b97f103ead29,gasoline,medium
366,7d12953c-f9e1-46c2-aea6-3b7070fffd95,gasoline,low
367,075848fa-9d05-4b18-ad45-f621a9402a50,diesel,medium
368,929e61ac-5df8-4b8d-ad4c-e43b74f07c82,diesel,large
369,598bcb22-f8ff-4a93-bedb-c98bb7767300,diesel,low
370,c8893bf3-3718-44fc-ab62-34fa0057dc36,propane,large
371,9ddbd54b-9656-4132-b129-abb3874ab0e5,propane,medium
372,540591b3-ff3e-4b95-85c2-d0a579b11807,diesel,low
373,71f03bd1-ef2d-4ba0-a967-113d5fb6323e,diesel,low
374,ed30c0bb-d3c0-44c5-b884-8c1a78a95efe,gasoline,low
375,1a8321ee-0bbd-4e98-97fb-b68ed638628f,gasoline,large
376,f199aa23-2911-4928-b457-63f8e081e4c0,propane,large
377,c045dc35-18bf-43b5-a578-4fe835146bde,diesel,medium
378,d0b908b2-ff60-4134-a09e-550ec2ec7d9a,diesel,low
379,c89db49f-79f6-4a12-9b5f-6592633ca715,propane,low
380,f4198e4e-e57a-4087-ae56-aaac00159816,diesel,low
381,26d5874b-35b4-4a2b-9757-bdc7bf0bb9c4,diesel,medium
382,5dee6b4f-cbe7-4d0d-affe-bc4e1e7a4b5c,gasoline,low
383,a43269ef-f837-4033-b42c-693ea2f4f2c0,propane,medium
384,38d95bd0-610b-4636-9ab5-c15d097e728b,propane,low
385,1d47ef3c-ecf7-41e0-b370-9e7265633f3d,gasoline,large
386,0219ae92-17c6-48a9-a47c-22372fa4b0ff,propane,low
387,8c464cb3-8f37-4b70-896f-7ac1cc5b76d7,diesel,medium
388,f465a895-7879-4483-b13c-9bbf7be681b7,gasoline,large
389,13d0f0b3-74e3-4d86-8061-320041afc702,gasoline,low
390,f0e548de-c773-41f6-a389-7d5e9fb927b6,propane,large
391,78ff010a-2d48-4c62-a60f-b7a076ed333b,gasoline,medium
392,131f80bb-7f30-4204-b987-fc5c62a79bb3,gasoline,medium
393,892cbd07-da5a-40f2-b515-abcd76acd8e1,gasoline,medium
