contract_line_number,contract_number,product,quantity
d2e84ad3-a093-4432-ae4a-c4dc55590998,20c20823-c1d5-4ea8-ba1f-66396aec49ef,gasoline-large,1
b9289670-8b37-406e-995f-04dcec1854eb,01841d07-b7c3-483c-a75e-ab14ed133c7b,propane-medium,1
6eebdc58-a800-4375-b838-0d4fb0cef463,ec31f104-c720-498d-9dab-8f1491cf739d,propane-low,1
721944d4-e3ec-415e-8007-bcacda0d04f4,410bd935-dc87-45f0-b0fb-5665518969fb,gasoline-low,1
cdd17332-9a44-42c7-bc42-623d27c05520,6aaca54c-efb9-4f8c-92f1-8448b8edb542,diesel-low,1
f79b5df8-3757-4e0e-8e8c-1982b10ced68,affc17b9-4f6e-450d-9062-dc17425db0c2,propane-large,1
61bd27a4-bb28-4ddd-958f-d3d56637fbe2,d936b41a-589b-461c-a22e-b37baaaa987d,diesel-medium,1
e81b2787-3e6d-41c5-b50c-66fdd942e418,926d98d9-a959-4418-823b-b971ae34bd67,gasoline-medium,1
e4d369d8-785b-4403-8ad7-9aa8b53f5165,b5092254-c998-4bd8-97f8-8d5770809252,diesel-low,1
b3d3ae4a-5b1a-4717-bca5-375160e5283f,ba1478b7-135c-43bf-8616-7636f682d8f9,gasoline-low,1
ac7d449f-8f2a-4675-a458-46e41a7a3352,273d1075-4e0f-4038-bfca-82d0eab487a2,diesel-low,1
8df64a01-c78b-4c60-9cca-c924390d5576,c9f47510-2da9-4b13-a881-6dc130b4c34c,propane-medium,1
d0cc10e2-5f8e-40ca-bd6b-73f8b3fba759,8dd88dad-b327-4b33-9f96-9691f037ced1,gasoline-large,1
0b1feb6f-a33e-4d48-b738-91d59e740bc2,87450e67-ecc4-4867-bb58-6930258200d4,propane-low,1
2ea1c9fd-1943-412c-a829-2ec468cb04c2,4952cde6-e2c2-4431-853d-ce60a78d7a76,diesel-large,1
d61d6503-504e-43cf-ba18-31e946c96fe6,652e67ee-3052-4a3f-b7e1-738b2eb7ed35,gasoline-large,1
d35507ae-38a9-4b1d-af2d-82315c42acfe,533dac4f-7c63-4580-8dc1-637b5cf8cade,propane-large,1
95f5b0e6-c49c-4b28-840e-aa47927e47dd,64a3bfa8-8955-48ad-b6b7-106a7a083bc3,gasoline-low,1
34995f42-cad8-4060-95eb-90d8db395c17,fc9a57b8-18b4-4e0e-ba08-0f102ab3c64a,propane-medium,1
d874de68-4be0-47a6-aedb-c9c4fc6c45d2,c193850a-1e4c-4446-a3b3-5762ab4ab97d,propane-large,1
7820e9b2-4202-4b38-9680-d1c1d0282d45,7922cf2e-cc6c-4b9e-809d-5f337ec06cac,propane-low,1
520fbf14-4fe3-45f5-8eff-9d1675e3e57b,b25835dd-a9fb-4b4a-b087-85adce8b2d8d,propane-medium,1
b62478ea-53b9-41be-8cb3-0d8408ab152d,d6e11a40-940b-4d02-8deb-1de91a781814,propane-low,1
5a542ffb-ad91-451d-b7d8-4d1dd7c77cbf,df970e93-4baf-435e-9f43-967c3ae774ba,propane-large,1
40eac5a9-60f7-44f6-ac03-e68e23e66c86,90fb06c3-8cf8-4bfc-94ba-bd8869a3c353,propane-medium,1
32efe238-9429-4373-a208-820796d9040d,d5bee06e-437d-49ad-9bc9-53f3bf289652,gasoline-low,1
4b1042e2-d8ad-41c5-b25e-e2497f2c3c2e,438b61cb-5f55-4c02-be2b-fe38da347c13,propane-large,1
34aab78e-e98d-49c1-9ee3-ec05cfd1e3ae,97ce95d7-02ad-4a0d-9469-f56dbe905fa8,diesel-medium,1
76c1d43d-b197-4e6f-8cf3-7b4695d0ffba,7d95a5c9-3192-476f-b5f1-984b2ad743a7,gasoline-medium,1
45043935-5561-480d-8a7c-e792e8b98d6e,2f6ead3f-29e7-463e-aa53-ce11c0f49123,gasoline-large,1
4c309828-feb2-44d1-a704-4b75ea41ebdb,e2f6bd8d-b51f-4758-89b9-52d9a9af0667,gasoline-large,1
1e9d230a-d615-4e47-955a-15f4b55334ee,68508272-67b5-41d9-b6e3-8ed40ce8a8b6,gasoline-medium,1
03a0eae6-4d90-4053-8bc0-b9691b944334,df310130-5497-4d30-bcab-681e72c72ae6,diesel-low,1
9812815b-fdb9-494f-bb44-0c5b62d6a7b4,a9bfc3a6-dec4-4c1f-8fdc-e27f2502d6f3,gasoline-medium,1
a4bce0c3-daef-4a76-b3cf-45415380135d,be7150da-149e-453e-a0b9-a11e73c035bb,diesel-large,1
834fa689-837b-452c-87a7-d56b214099eb,78afe5df-41f1-467f-a9b0-cfdb25de2e0e,diesel-low,1
85ed8698-dfb0-4b6f-a9ac-72635553e81e,af10559d-c284-4759-9413-e66ab7da06c3,gasoline-low,1
eb637332-e706-4478-9f28-2f4ad56008a9,414c65ee-a559-4941-8d55-efa64dbf34d0,gasoline-large,1
294e9eca-51be-49ff-9cd2-cc296cf9304b,9746c97d-1876-4059-9312-1fef41abc61b,propane-low,1
f79b8506-5473-4df8-a54b-4dad82fd0e78,28113f41-e8b6-425c-8a46-c024161a05d8,diesel-low,1
5deb1413-810f-49cf-963e-fc5fd14790c0,ea8aa5ac-c10e-4f43-8557-b2cbb5083245,gasoline-large,1
2c97d656-bcd4-4817-bfac-2fbf284ae114,97c6c6c4-7ae6-42f9-bdbe-ba089fea979e,diesel-medium,1
ba36a1fe-f9ae-4ea8-a94f-1d80777844cd,5da5e189-1609-4c2c-9a7e-92c982d34a15,propane-medium,1
f01abbba-8284-4b74-82bf-46d6192bc290,92564e3b-f532-4b6f-bd0f-40cab30d10b2,diesel-large,1
2c41ebc8-c687-4728-821d-118f567c31c7,d2132069-bb55-4b45-b095-422b69201d81,propane-large,1
233d4d2a-e46b-4378-b85a-5c2c75f74db9,97959754-5075-45f7-8d35-3ad0dd71982d,gasoline-medium,1
e7610057-4530-403a-ad87-faaa5d2899d0,26a10030-a1bd-4d23-b96f-db5a5d212595,gasoline-low,1
58838ea5-1f46-4f78-b274-ad7813fbf353,95a6a2ff-03ca-4efa-92c2-1d2a7226ebf5,propane-medium,1
512091cf-a2ff-4a91-84ba-08a52c4add0a,7d7b2c60-4cd7-44d3-9239-32c29c100d8e,gasoline-large,1
5ce6f038-b016-4a9f-918e-9a1d47ea0c51,076e9607-a627-4f10-9274-96d73046e1db,propane-low,1
212f628f-568e-4199-9895-770efbbde895,4e0fc9d2-4f74-41ee-b58c-40f180b34426,diesel-low,1
e74582d5-f373-4b3d-a192-c0a9f7e43c70,4f3d827a-b324-43f5-90d9-78e9e15d5dbc,gasoline-large,1
c5f0b521-f4f7-48c1-bd67-65d579bd5cb1,4c00d227-03c7-4df7-989c-fe8e8790c481,propane-large,1
76fc7c04-532b-425c-aa6f-371be2d8cf02,0cf567d3-6ad7-448e-8852-b6d0dda23a2d,propane-large,1
1e68d43b-e4aa-43c8-a2cc-54c9b7e98540,3ac8bd9f-96a2-479e-8b60-dde8e68a9b59,gasoline-large,1
5af9117e-3612-40e1-8f4f-306ffba1e0c4,01a3dfee-c0ca-448e-ba1e-5556a787e5aa,gasoline-low,1
b749f95d-51ab-4164-a4fc-601f581930b4,bd964083-9714-4965-b2b4-a60581e981fa,propane-large,1
4919a7a4-8060-43e2-8b3f-fa5655b0481c,bbf963c2-760f-4e28-880a-b0ffbafff129,gasoline-large,1
540291e6-c724-445f-b6ff-8328f1e9e202,2367db42-df96-4cb7-b637-eda3f8422f7e,gasoline-large,1
d680f63c-76e9-4cbc-89af-77e92870a62d,b6f79d91-1f44-4774-8bcc-74369c7fc77b,propane-medium,1
7e163564-8141-4785-b606-5925bdcfaeba,b7aee3f2-c136-46a3-b46b-a39fa321d6cc,diesel-low,1
70fb3d4c-85dd-4617-a9d7-f545aea8db74,c3072c4c-b724-4bf8-bd5b-bf6c70178867,gasoline-medium,1
5f655057-f308-4e31-a1ee-9cb4c69e1bbf,c37f43e7-2b93-435a-85bf-54b355dc3332,diesel-low,1
f16171f1-dfcb-42fa-a727-4060e0873df7,43cfee50-47f5-4943-a784-2845f80b2ab4,propane-medium,1
0f8e156b-fa44-4c51-8fb2-7303ca90a043,76579533-ac59-499c-9a62-283df96c7f81,diesel-low,1
6f902502-3961-449e-8eba-ac6ad8e94ef7,ce1f7411-66f1-4cee-8bdb-be1a4516ea59,gasoline-medium,1
2db04022-6e4d-498d-bb35-9028ce68a19c,f23dad44-1f93-4303-9f9f-7a08f1649a96,diesel-large,1
f2d2f4af-e199-41a4-a08a-6c1159e2a648,21254fea-dbdf-444f-8d4c-aa431d581c48,propane-large,1
2dfb67da-7cbe-4903-8b12-ce43bdce2539,3248ddb4-0281-4186-b5f7-2cfe199aabda,diesel-large,1
72f29aa1-c5be-493c-a94e-533f7111cd44,90c42b41-a3b2-4c40-955a-699d6266f874,diesel-large,1
17d3ac38-4c0b-4c2a-965f-b3f100cd367f,4395627a-2f8d-4f2c-b045-abfa8b0e632a,diesel-medium,1
4274d4dc-bfd9-49e8-9b18-98e32ca7729c,eb2e4075-a4e6-4f39-92eb-d14e6603773a,diesel-low,1
81e8add1-bcaa-4ad1-a29d-2127b57c31d7,fc6fccd3-b95d-40d6-92c0-71fd6198e8ba,gasoline-medium,1
5a270033-e430-4151-b346-d9379ac449a2,f8ebe401-4ce8-4208-8ad0-319849c32b6b,diesel-large,1
858f60a3-7a61-460f-8720-81581c542e50,c8dd39dc-eb0c-43fa-8c1f-a974fd6cb911,diesel-low,1
4dd461d2-bb17-45b5-ad47-963d123ff14e,16189851-57eb-4976-a916-2fdc19f0d7a2,diesel-low,1
b1f48605-f98f-4c00-a8ec-fad3c8e743d3,292c7ace-9d88-413d-9b8d-6d684f7d1e51,gasoline-medium,1
8b6d87da-a605-495a-8d4f-aa6308e3e06c,cb570afc-1020-4be8-9bd1-35907e820451,propane-medium,1
d2e49eeb-185a-4b21-9f42-2349a9deeeb0,27fef31b-5ada-4df0-89f3-8865b47ec645,propane-large,1
b4d4824c-225e-4aa9-82f7-40a6ca328044,c8d910ec-d164-477b-8ca5-b753c65cf5b1,propane-large,1
cc67608b-c4be-4614-85bc-21aecb669520,1ee2c77d-4aac-42ed-8602-8c6e867b6eb1,propane-large,1
fc9ecd16-3702-4160-b1c2-f336e2b3752f,a6ea348a-a3b7-4272-b082-41c061c835dd,propane-large,1
dbc0e6dc-9e84-4dc8-a56f-34ba8d2190ca,5c2c2ecb-c1e9-4830-8dec-8ae321a555b2,propane-medium,1
114a9fb4-4d09-49fb-9a60-67403c87438e,106b9d4f-b931-46a6-91a4-979105fb11c7,propane-large,1
19d5a24f-c3ed-4db0-8b72-95a92850c33e,8ce14633-ada2-47c5-9c22-92266ed90d7e,gasoline-medium,1
21d45cf4-b410-4ee9-95ef-c25c887768e7,b008cbd1-2bd8-4bae-82c0-bacb07021a1d,propane-medium,1
f62aeab2-b8d9-43e5-a71c-7e7c1e05baf3,b365cc73-c318-4280-b927-b0e4a37c8efb,gasoline-large,1
7421da08-92d9-43c1-97e4-e32697b7fd99,bd260de2-ad6e-40fd-a44f-c8a55b016724,propane-large,1
fb85588f-6e11-4e5d-99ae-05b8fb959732,3dc0d8f6-e91a-4549-b19a-1294c5e1f680,gasoline-medium,1
0f62d49d-9c9f-4525-9113-a2454c48fdb2,f4171cc3-89a0-4ba0-ac42-e96f2248f529,diesel-medium,1
d7c16f71-ee5d-4d2e-86a5-19e7aa0cb389,1c271cca-195e-47a0-ae9b-22fff99692ca,propane-medium,1
99f4aaba-f8b4-47b5-9ff6-07d689db720a,d0e75447-a127-4f91-bc87-3763ade70470,gasoline-medium,1
30348528-9a52-43ff-b21f-cd70d46e5a95,f7f9aa06-6ccf-4600-8a14-a4ca47591fc3,gasoline-low,1
2986e04a-03fe-4cd6-afaa-1382bb717989,a8e59a05-e581-4c07-a0dc-e991b0d42d5e,gasoline-medium,1
f1cc2c0b-12a8-4c3c-a9d8-162d1f4958cc,e19ed3ae-14c9-46d7-81d0-9b1030428626,propane-low,1
7494d281-1545-47cb-a348-0a410805ffcf,77d0f8b2-a1f0-4420-83a8-54324a13fbdc,gasoline-medium,1
63ef5644-fd44-4379-9a18-4c3a3f2d6edd,36502a49-f411-45fd-bc12-75cd32cf006a,diesel-medium,1
6c3d8249-4c12-41b4-a912-210b6f443749,00ba458e-3ae0-4597-932a-e8b98e1e5a95,propane-medium,1
4453448d-bd3c-4f21-a6ac-57a23ba2a560,48cf75c6-496d-4d9d-910d-5f9e128b7a3a,diesel-medium,1
9fc22f64-32eb-4929-b6c7-7f5044ce88a9,e9c04a8d-a946-4776-8476-7428d41583c9,propane-medium,1
d1457e54-1d68-4010-b937-a151b9f02e27,c3413f67-3a8b-4ff3-93de-d9902733a37b,diesel-large,1
65c83736-5e81-4ab3-9c55-0e69f954e6cd,cdc4b0c3-b60f-42dd-bce3-dcf6d8090820,propane-medium,1
fef76296-950e-43a1-be7f-051c3bbea59e,2371ef8b-3704-45a8-bc04-963fdb165a3d,diesel-low,1
77dbb171-3917-44a6-bfe1-a4ae8072fbdf,f3b08f24-9365-4b79-931e-e78a9ec1ae55,diesel-low,1
362100ac-25b7-4e29-b601-6b3b40319b0f,10880515-4315-4159-bb4b-5cae6b66ee6d,diesel-low,1
a19d7eff-8a9f-45ea-a6cc-14eb4fb23ae4,6f53cdac-c456-4f98-8ca1-6905ed8ec79c,gasoline-medium,1
f1d1fc5d-1a7e-42c2-9965-8e0432565a74,7be0e761-ba66-4138-9bd3-0ed229d03226,diesel-low,1
33de3417-646b-48df-a62d-04009a4b574b,d6b4b55d-b0f4-4776-825a-8a39207be08b,diesel-low,1
cae4c854-8b8f-4892-99ba-cf5a6615099a,bcb31dd1-329a-4e19-b902-407793c16b3c,gasoline-medium,1
7e9549cf-b35a-4ad8-94ed-d152af0fdc4e,1d0c4f25-b863-4d14-b199-9938faa46b3d,gasoline-large,1
b37b7c85-8c9d-4aa4-94f1-874caac44930,e8291404-38f3-4855-8012-498da43039c3,propane-low,1
d6e0cf16-0557-40c9-bab3-746665b6276f,1831a73b-a39d-47e0-8139-0b812e5a214f,propane-large,1
cc0d7460-33f7-4f12-b389-cc65eb3ffb93,20ed91d6-6784-475a-a9cb-f2967a546eb2,gasoline-large,1
545c2999-6b59-4f53-b641-54aa287c6be2,48d27d17-935b-4bdb-a51b-80daf3cba0de,propane-medium,1
cbc1bb94-cace-4dc3-b6a1-3f0cae2189e0,73560b75-ba45-470e-8bf9-18ce32ea1d79,propane-large,1
7df88e67-5053-4cf6-8a39-c4b05df87f11,af39054f-b8ad-4f74-8d61-c2de6c4e3e6b,gasoline-low,1
bb7ad63f-3b13-4040-bbfa-221801b7aa0e,3c419fab-f79d-4fc0-85b2-cf87b3b5e3ce,gasoline-medium,1
4235693a-4cc9-45b2-a3be-6130100c9b3c,7878613c-4890-4f10-8c17-e6f66ac81b16,propane-low,1
7bbe8699-85f7-4eeb-8ced-ebca8bd5f804,a529fc76-f825-4fff-817b-06e87c99541a,gasoline-low,1
c2736e51-e591-4595-adad-67fbae2a6440,6cc39b82-6dad-4692-9b00-f2b6cb1e48e9,propane-medium,1
7b5167fd-05c4-4db3-b61b-641d930c59ab,97ee7f64-5a9d-436b-af32-4face951cf36,gasoline-low,1
086efd4d-c310-454f-8c4a-e0cb9d0601b5,4b854d7a-4f94-4ae1-9433-686c82be7852,propane-low,1
31f266f2-463d-46fe-b948-6e65bc2022f6,b5f550c0-c947-444e-b1bd-bed529218e39,propane-large,1
e5efdf2c-9cca-47eb-8984-a2299d4ae66a,5fbced64-8440-42c8-bef3-f61cdd05584b,gasoline-large,1
624abe72-5cc6-4bd8-a528-d3363723f977,627497f5-3cd0-4afd-bd21-aef81b1cd156,gasoline-large,1
d46df2dd-046c-4b64-9741-6f29fc72abc6,1a6e5e74-58da-44c9-85e3-18b7957e14d5,gasoline-medium,1
6aaf7f07-7945-4488-8fab-b07945799bbe,a4d4150a-0b22-4662-a433-43c2364db618,gasoline-large,1
82f513ff-4a5f-4133-b2e8-05512704674e,21dd2e14-bfa8-4599-973c-af8b7093a520,propane-medium,1
ded365f0-c2c0-4827-8d29-a1acdb36cb81,7a53014f-aeb7-4a17-ba95-8df6d16b4b0e,gasoline-large,1
67643952-ddc5-4b6d-8e9f-341b384ce495,18c93921-adad-477d-bd74-35dec549af49,diesel-large,1
ba966229-59c7-445f-9bf2-7e57a10f4fa0,51091efb-0a97-4175-a2ef-b912bc14aca9,propane-large,1
499c7305-b833-4edf-a612-228c8fab4609,810dc5ba-6aad-4165-b716-1ef080a1f94c,gasoline-medium,1
99a43fa8-5a77-4ba9-9e9a-efba9736dcb3,3c101b9e-d475-47d8-ac1b-fe6beac8d1d5,gasoline-medium,1
3deb5309-3fe6-425e-83c9-3dee9924af3d,47af55bd-2cd7-4059-bf11-4aa72ea27245,propane-low,1
be0dbe91-7f35-499b-838e-9ee8c2fcd79b,2b202fea-31ff-40f8-9027-a8738a9f1ed1,diesel-medium,1
f47b401f-6407-487b-a7f0-bc68dbff4a2a,d7e8a035-e804-44a6-8e88-b5961b83f70a,diesel-medium,1
0f62f644-7d47-42fd-8178-f887b89cace8,1360bcc8-c37b-4b92-9694-c6c26da646af,propane-large,1
a9e2677d-23c8-4024-a1af-193a94c828f4,03f9af4b-77c6-40c4-90bb-4ec05463d682,gasoline-low,1
a67f40b3-8efe-484f-a9de-cdd403ac293a,af2d236e-944e-4243-a24b-69ee396999ba,diesel-large,1
d90b3000-336d-43d5-9db0-3c7741851b11,8233e700-346e-46e1-b25c-42a2960dda73,diesel-large,1
8502ee47-7632-418c-b3de-34ae0f11d5f0,45b89c36-c55f-45f1-b14d-de0bc20ef9fc,propane-large,1
493ee163-7884-4c99-8811-024a5a0e4f1c,e23f6aba-f29d-4b2a-a97f-66d3fc7f39d8,propane-large,1
19a62501-37ab-4e37-aebb-e2c268bcbc37,5527a501-d2a0-40a1-84d3-9067d92873ac,diesel-low,1
c76de1bd-2de5-4bdd-ae7a-27de33f23650,ee2c6adb-1c3f-48fc-96a5-0f767e5a3e0f,propane-medium,1
2d3598db-46f5-4a79-a32f-c32dfd776701,cf703108-e476-4614-8191-8ca1af396c80,propane-large,1
609d9ccf-d98c-4c0d-a9a2-1471bc539754,15e1917f-ed56-404e-a235-48151c19721e,propane-medium,1
b477d7b7-2cd7-4f1d-bcf6-64fa47d8e778,cab1d3b4-7685-4679-95ce-2282012201a4,gasoline-medium,1
53cda9f3-8880-45d0-af49-282f443bbe9c,34ee91d2-e577-4dcb-84c6-85bdb611bfab,diesel-low,1
0e63136d-d69f-42c6-ae76-2c18545b0df3,b43fb575-e6f8-4813-ab94-3dc59ec5c3c5,diesel-large,1
433aca78-b07e-42a0-b42e-72be16bc5e04,c0f86a16-2b74-4020-966e-d5050333b0af,gasoline-medium,1
b7f6a815-3eb9-4013-8784-9a0650b8b12b,9fd3bf69-62c7-4a84-9be4-977521b93abd,gasoline-low,1
4fc8b7d6-a1ac-4a11-843c-670984c04b6c,fb8160c9-b6f4-4b11-875c-fe488607367e,gasoline-medium,1
126fe520-bab5-4ace-b6fc-f39621190604,b25e3610-0ba9-4f9b-99e7-d68657c55af5,propane-large,1
af7b9af1-651a-49bb-b483-ae7bfba2868c,9c98ec99-463c-4968-8cdc-1326010a9557,propane-large,1
79b80cbf-4ee9-4c99-877f-7fad4c44f2d8,540ff2c9-db79-4be0-af55-792927f95821,propane-large,1
9cd0080e-ddee-4fd9-b57b-e447d33739fa,201ef686-0e75-478f-8590-b773f5b0d3aa,propane-large,1
f8973997-f084-4369-bdfb-d62a40b07b02,4a93426b-05b9-45b0-813e-8f29202e87b8,propane-low,1
3bce7382-e601-4379-b31d-2edf6986e915,0d09f94b-0e45-43d4-9d9b-25fc91458f6f,gasoline-low,1
75852a32-d3da-426a-bc01-fd8cf659ddcf,b0184af4-3a3a-4aa9-823e-bf63fced4147,diesel-large,1
b44f0e79-2097-4119-af0a-159e1ea32e5f,da01cec4-4272-43f0-8706-b3f688ec64da,diesel-large,1
b1779bb7-0fdf-4a4a-b13c-935e1843aea5,099f8bac-9f0b-41bf-a772-3a163d9b7e1c,propane-large,1
b03b9306-b960-4492-9270-a64684d5a34f,ae8ad8f3-e54a-480f-8ef8-539ca83e9636,propane-medium,1
101c670e-2379-41df-a953-30ba1fa8ed98,15355fd2-a95a-4494-bdf5-2721db168fc7,diesel-medium,1
6fc1f41d-9de5-4883-bc62-844e02f43b6c,5fde9dfc-5ab3-4aa1-8f25-16065ef9ef22,propane-low,1
a2e80223-d2c4-489e-831b-a61dcb29d829,8514a7ea-14ce-4435-9cfd-86d9bc422993,propane-low,1
fdb9a754-10f5-404b-b4da-8454c91ea38a,3dab3eec-e5f7-48e3-8b24-6da2527cc593,diesel-low,1
440bf25a-8ccc-45a4-81fb-83c9ea49ed89,fd1030cd-6585-49ed-9d42-72e6513d984e,diesel-low,1
90274535-4708-4953-9c10-ebf4da8a8224,fa918d8a-1b5e-445b-9c64-5da31b042c1a,diesel-medium,1
80a47daa-8b72-4f26-8350-ffa4d0ad7d64,b33dd082-779d-468b-8048-32ce83919aff,propane-low,1
fd6f52e8-6879-46a2-8676-49a11be5edd6,c794aa10-9153-4b6a-b6f2-8599eaa6a1d4,gasoline-medium,1
6a4ac834-83c9-4e4a-a830-521b4e0593ad,64d24a83-a8f4-4bc9-9090-20685e23390b,gasoline-low,1
90e24168-0e9d-41ab-9b4b-415ea97a863c,21df6005-85b9-47ec-968a-3800803d2f10,diesel-low,1
e28ffc91-83a0-46c5-a5eb-9f2e3d0a4ae3,0767cff5-d355-4184-b59d-d19ddd842b9b,propane-low,1
454ab4f3-f3c9-40fc-837d-6312173136ae,0088b606-26cb-4e5e-806e-12fae7e4780a,propane-low,1
b0610394-ad5f-41bb-b701-4c915e71ef49,5e0c5475-7fd6-4c1b-9701-976d9e14ce64,diesel-low,1
4cb57618-611f-4817-8ebb-2ad63c1b0f45,89189611-9240-43a9-b665-f9c56c9b084b,gasoline-medium,1
f87632ee-7c8b-45ea-adc6-76255f0de1c0,54695d86-0f8b-4e56-ad2c-50f2a9b9f29f,propane-low,1
9bacf59f-1a59-4e3b-9083-ac84e465f752,2477f7b8-d022-46a6-aa2b-0734a6ae6708,gasoline-low,1
3dcb4983-8b69-4325-9816-cc1fad9be77a,d6a94d3f-2a1e-4b5d-bc3d-f971dc105644,diesel-large,1
6c3a288f-3aff-445c-8920-79de70ce50d4,e83bf082-02e2-4590-a852-a434be1e111c,gasoline-low,1
e6bb20b5-3b4c-4df6-9def-8790b94a5233,8ee67c01-f579-4bbe-9ea3-20837c4cfd35,diesel-medium,1
d2a07dd8-5c80-4e62-8317-177719bd062b,9fde65e7-fc10-4d00-b89c-50ef46eabd74,propane-low,1
8ca55ea3-32de-445f-b7f9-91af05a1989c,9f6c9482-6f79-4977-9ecd-af1836569ad2,gasoline-low,1
8e648720-e4db-4b08-a860-c59ee2da1976,6725323d-d26c-454a-9a2f-3f61438f2fcd,propane-low,1
594420df-cd83-4ed3-a500-3409035ac7d3,95117e08-c73d-4df8-9d8e-8a84bcfefee8,gasoline-medium,1
